period,client_id,service_line,man_hours_billed,external_production_cost,internal_cost_per_hour
2024-08-01,SMS-1018,Media Performance,55,0,350000
2024-08-01,SMS-1018,Creative Production,72,30097209,350000
2024-08-01,SMS-1019,Digital Strategy,72,0,350000
2024-08-01,SMS-1020,Digital Strategy,18,0,350000
2024-08-01,SMS-1021,Creative Production,33,14947910,350000
2024-08-01,SMS-1022,Creative Production,36,8652186,350000
2024-08-01,SMS-1022,Media Performance,14,0,350000
2024-08-01,SMS-1023,Digital Strategy,25,0,350000
2024-08-01,SMS-1023,Creative Production,25,4382317,350000
2024-08-01,SMS-1024,Digital Strategy,17,0,350000
2024-08-01,SMS-1025,Creative Production,95,29035845,350000
2024-08-01,SMS-1026,Creative Production,56,36802539,350000
2024-08-01,SMS-1027,Digital Strategy,42,0,350000
2024-08-01,SMS-1028,Creative Production,100,28397248,350000
2024-08-01,SMS-1028,Media Performance,59,0,350000
2024-08-01,SMS-1029,Creative Production,96,20296780,350000
2024-08-01,SMS-1030,Digital Strategy,48,0,350000
2024-08-01,SMS-1031,Media Performance,67,0,350000
2024-08-01,SMS-1031,Digital Strategy,64,0,350000
2024-08-01,SMS-1032,Creative Production,93,25124642,350000
2024-08-01,SMS-1032,Media Performance,49,0,350000
2024-08-01,SMS-1033,Digital Strategy,60,0,350000
2024-08-01,SMS-1034,Digital Strategy,59,0,350000
2024-08-01,SMS-1035,Creative Production,70,30403397,350000
2024-08-01,SMS-1037,Creative Production,167,63210342,350000
2024-08-01,SMS-1037,Digital Strategy,176,0,350000
2024-08-01,SMS-1038,Media Performance,40,0,350000
2024-08-01,SMS-1039,Media Performance,36,0,350000
2024-08-01,SMS-1040,Digital Strategy,14,0,350000
2024-08-01,SMS-1041,Digital Strategy,53,0,350000
2024-08-01,SMS-1042,Media Performance,36,0,350000
2024-08-01,SMS-1042,Creative Production,79,46301956,350000
2024-08-01,SMS-1043,Digital Strategy,12,0,350000
2024-08-01,SMS-1044,Media Performance,58,0,350000
2024-08-01,SMS-1045,Media Performance,70,0,350000
2024-08-01,SMS-1046,Media Performance,49,0,350000
2024-08-01,SMS-1047,Creative Production,100,48331854,350000
2024-08-01,SMS-1048,Digital Strategy,36,0,350000
2024-08-01,SMS-1049,Media Performance,62,0,350000
2024-08-01,SMS-1050,Digital Strategy,52,0,350000
2024-08-01,SMS-1051,Media Performance,102,0,350000
2024-08-01,SMS-1053,Creative Production,70,22611892,350000
2024-08-01,SMS-1054,Creative Production,28,7737264,350000
2024-08-01,SMS-1055,Digital Strategy,50,0,350000
2024-08-01,SMS-1056,Media Performance,111,0,350000
2024-08-01,SMS-1057,Media Performance,17,0,350000
2024-08-01,SMS-1058,Creative Production,103,27055577,350000
2024-08-01,SMS-1058,Media Performance,65,0,350000
2024-08-01,SMS-1059,Creative Production,152,91409694,350000
2024-08-01,SMS-1059,Media Performance,183,0,350000
2024-08-01,SMS-1060,Media Performance,18,0,350000
2024-08-01,SMS-1061,Media Performance,18,0,350000
2024-08-01,SMS-1061,Creative Production,33,8245914,350000
2024-08-01,SMS-1062,Media Performance,63,0,350000
2024-08-01,SMS-1063,Media Performance,28,0,350000
2024-08-01,SMS-1064,Digital Strategy,43,0,350000
2024-08-01,SMS-1065,Digital Strategy,59,0,350000
2024-08-01,SMS-1065,Media Performance,73,0,350000
2024-08-01,SMS-1066,Media Performance,60,0,350000
2024-08-01,SMS-1066,Creative Production,74,24045253,350000
2024-08-01,SMS-1067,Creative Production,89,26739341,350000
2024-08-01,SMS-1068,Digital Strategy,12,0,350000
2024-08-01,SMS-1069,Digital Strategy,16,0,350000
2024-08-01,SMS-1069,Media Performance,20,0,350000
2024-08-01,SMS-1070,Digital Strategy,47,0,350000
2024-08-01,SMS-1070,Media Performance,44,0,350000
2024-08-01,SMS-1072,Media Performance,26,0,350000
2024-08-01,SMS-1072,Creative Production,25,9423255,350000
2024-08-01,SMS-1073,Digital Strategy,18,0,350000
2024-08-01,SMS-1074,Creative Production,84,23570087,350000
2024-08-01,SMS-1075,Creative Production,56,33621432,350000
2024-08-01,SMS-1075,Media Performance,57,0,350000
2024-08-01,SMS-1076,Digital Strategy,27,0,350000
2024-08-01,SMS-1077,Digital Strategy,49,0,350000
2024-08-01,SMS-1077,Media Performance,46,0,350000
2024-08-01,SMS-1078,Digital Strategy,62,0,350000
2024-08-01,SMS-1078,Media Performance,71,0,350000
2024-08-01,SMS-1079,Media Performance,55,0,350000
2024-08-01,SMS-1080,Creative Production,67,37652296,350000
2024-08-01,SMS-1081,Digital Strategy,22,0,350000
2024-08-01,SMS-1081,Creative Production,21,7983220,350000
2024-08-01,SMS-1082,Digital Strategy,40,0,350000
2024-08-01,SMS-1083,Media Performance,22,0,350000
2024-08-01,SMS-1083,Digital Strategy,18,0,350000
2024-08-01,SMS-1084,Digital Strategy,28,0,350000
2024-08-01,SMS-1086,Media Performance,15,0,350000
2024-08-01,SMS-1087,Creative Production,85,33643133,350000
2024-08-01,SMS-1088,Media Performance,70,0,350000
2024-08-01,SMS-1089,Media Performance,103,0,350000
2024-08-01,SMS-1089,Creative Production,211,120368985,350000
2024-08-01,SMS-1090,Digital Strategy,186,0,350000
2024-08-01,SMS-1091,Digital Strategy,58,0,350000
2024-08-01,SMS-1091,Media Performance,46,0,350000
2024-08-01,SMS-1092,Digital Strategy,39,0,350000
2024-08-01,SMS-1093,Creative Production,57,52150133,350000
2024-08-01,SMS-1093,Digital Strategy,48,0,350000
2024-08-01,SMS-1094,Media Performance,25,0,350000
2024-08-01,SMS-1095,Digital Strategy,69,0,350000
2024-08-01,SMS-1095,Media Performance,54,0,350000
2024-08-01,SMS-1096,Media Performance,26,0,350000
2024-08-01,SMS-1097,Media Performance,19,0,350000
2024-08-01,SMS-1098,Media Performance,15,0,350000
2024-08-01,SMS-1098,Digital Strategy,20,0,350000
2024-08-01,SMS-1099,Media Performance,42,0,350000
2024-08-01,SMS-1100,Digital Strategy,55,0,350000
2024-08-01,SMS-1101,Digital Strategy,125,0,350000
2024-08-01,SMS-1101,Media Performance,111,0,350000
2024-08-01,SMS-1102,Creative Production,28,17303848,350000
2024-08-01,SMS-1104,Media Performance,70,0,350000
2024-08-01,SMS-1105,Media Performance,37,0,350000
2024-08-01,SMS-1106,Creative Production,241,68991975,350000
2024-08-01,SMS-1106,Media Performance,176,0,350000
2024-08-01,SMS-1107,Creative Production,49,43792709,350000
2024-08-01,SMS-1108,Creative Production,62,29790474,350000
2024-08-01,SMS-1109,Creative Production,159,64377501,350000
2024-08-01,SMS-1110,Media Performance,20,0,350000
2024-08-01,SMS-1111,Creative Production,190,113648761,350000
2024-08-01,SMS-1111,Media Performance,121,0,350000
2024-08-01,SMS-1112,Media Performance,67,0,350000
2024-08-01,SMS-1113,Creative Production,72,24107042,350000
2024-08-01,SMS-1113,Media Performance,59,0,350000
2024-08-01,SMS-1114,Creative Production,85,21588747,350000
2024-08-01,SMS-1115,Digital Strategy,21,0,350000
2024-08-01,SMS-1116,Media Performance,71,0,350000
2024-08-01,SMS-1117,Creative Production,79,34891689,350000
2024-08-01,SMS-1117,Media Performance,43,0,350000
2024-08-01,SMS-1118,Creative Production,65,21485987,350000
2024-08-01,SMS-1119,Creative Production,192,43443854,350000
2024-08-01,SMS-1121,Digital Strategy,146,0,350000
2024-08-01,SMS-1122,Media Performance,25,0,350000
2024-08-01,SMS-1123,Media Performance,54,0,350000
2024-08-01,SMS-1124,Media Performance,108,0,350000
2024-08-01,SMS-1124,Digital Strategy,141,0,350000
2024-08-01,SMS-1125,Creative Production,88,22000484,350000
2024-08-01,SMS-1125,Digital Strategy,57,0,350000
2024-08-01,SMS-1126,Media Performance,138,0,350000
2024-08-01,SMS-1127,Media Performance,22,0,350000
2024-08-01,SMS-1127,Creative Production,39,6168983,350000
2024-08-01,SMS-1128,Creative Production,75,32284932,350000
2024-08-01,SMS-1128,Media Performance,55,0,350000
2024-08-01,SMS-1129,Creative Production,22,6793394,350000
2024-08-01,SMS-1130,Digital Strategy,36,0,350000
2024-08-01,SMS-1130,Media Performance,35,0,350000
2024-08-01,SMS-1131,Creative Production,248,38654215,350000
2024-08-01,SMS-1132,Digital Strategy,16,0,350000
2024-08-01,SMS-1134,Media Performance,19,0,350000
2024-08-01,SMS-1135,Creative Production,85,26755384,350000
2024-08-01,SMS-1136,Digital Strategy,43,0,350000
2024-08-01,SMS-1137,Digital Strategy,15,0,350000
2024-08-01,SMS-1139,Digital Strategy,43,0,350000
2024-08-01,SMS-1140,Media Performance,151,0,350000
2024-08-01,SMS-1140,Creative Production,167,90256715,350000
2024-08-01,SMS-1141,Media Performance,27,0,350000
2024-08-01,SMS-1141,Creative Production,40,11732036,350000
2024-08-01,SMS-1142,Digital Strategy,13,0,350000
2024-08-01,SMS-1143,Creative Production,30,9106543,350000
2024-08-01,SMS-1144,Media Performance,181,0,350000
2024-08-01,SMS-1145,Media Performance,21,0,350000
2024-08-01,SMS-1146,Creative Production,56,28990944,350000
2024-08-01,SMS-1146,Digital Strategy,38,0,350000
2024-08-01,SMS-1147,Digital Strategy,158,0,350000
2024-08-01,SMS-1148,Creative Production,99,30021005,350000
2024-08-01,SMS-1148,Digital Strategy,58,0,350000
2024-08-01,SMS-1149,Creative Production,56,24312568,350000
2024-09-01,SMS-1000,Media Performance,12,0,350000
2024-09-01,SMS-1001,Digital Strategy,19,0,350000
2024-09-01,SMS-1002,Creative Production,36,9133099,350000
2024-09-01,SMS-1002,Media Performance,15,0,350000
2024-09-01,SMS-1003,Media Performance,21,0,350000
2024-09-01,SMS-1004,Creative Production,33,9682703,350000
2024-09-01,SMS-1005,Creative Production,100,34786391,350000
2024-09-01,SMS-1006,Digital Strategy,21,0,350000
2024-09-01,SMS-1007,Creative Production,237,75781156,350000
2024-09-01,SMS-1007,Media Performance,183,0,350000
2024-09-01,SMS-1008,Creative Production,253,71987896,350000
2024-09-01,SMS-1009,Media Performance,37,0,350000
2024-09-01,SMS-1010,Creative Production,79,41584282,350000
2024-09-01,SMS-1012,Digital Strategy,44,0,350000
2024-09-01,SMS-1012,Creative Production,98,30452827,350000
2024-09-01,SMS-1013,Creative Production,39,7763304,350000
2024-09-01,SMS-1014,Digital Strategy,21,0,350000
2024-09-01,SMS-1014,Media Performance,26,0,350000
2024-09-01,SMS-1016,Media Performance,18,0,350000
2024-09-01,SMS-1017,Media Performance,48,0,350000
2024-09-01,SMS-1017,Creative Production,51,21322211,350000
2024-09-01,SMS-1018,Digital Strategy,56,0,350000
2024-09-01,SMS-1019,Media Performance,49,0,350000
2024-09-01,SMS-1019,Digital Strategy,57,0,350000
2024-09-01,SMS-1020,Digital Strategy,19,0,350000
2024-09-01,SMS-1021,Media Performance,17,0,350000
2024-09-01,SMS-1022,Digital Strategy,27,0,350000
2024-09-01,SMS-1022,Creative Production,26,13284390,350000
2024-09-01,SMS-1023,Creative Production,36,16617518,350000
2024-09-01,SMS-1024,Media Performance,28,0,350000
2024-09-01,SMS-1025,Media Performance,56,0,350000
2024-09-01,SMS-1025,Creative Production,78,16644822,350000
2024-09-01,SMS-1026,Media Performance,44,0,350000
2024-09-01,SMS-1027,Creative Production,85,49911742,350000
2024-09-01,SMS-1028,Media Performance,73,0,350000
2024-09-01,SMS-1029,Media Performance,36,0,350000
2024-09-01,SMS-1029,Creative Production,103,34091709,350000
2024-09-01,SMS-1030,Creative Production,68,42193120,350000
2024-09-01,SMS-1031,Media Performance,48,0,350000
2024-09-01,SMS-1032,Digital Strategy,73,0,350000
2024-09-01,SMS-1033,Digital Strategy,73,0,350000
2024-09-01,SMS-1034,Creative Production,102,42786835,350000
2024-09-01,SMS-1035,Creative Production,79,21818627,350000
2024-09-01,SMS-1035,Media Performance,73,0,350000
2024-09-01,SMS-1037,Creative Production,154,97963108,350000
2024-09-01,SMS-1038,Creative Production,103,22372851,350000
2024-09-01,SMS-1039,Creative Production,86,43868730,350000
2024-09-01,SMS-1039,Digital Strategy,62,0,350000
2024-09-01,SMS-1040,Media Performance,27,0,350000
2024-09-01,SMS-1040,Creative Production,16,8347488,350000
2024-09-01,SMS-1041,Digital Strategy,69,0,350000
2024-09-01,SMS-1042,Media Performance,45,0,350000
2024-09-01,SMS-1043,Media Performance,27,0,350000
2024-09-01,SMS-1044,Digital Strategy,74,0,350000
2024-09-01,SMS-1045,Media Performance,44,0,350000
2024-09-01,SMS-1046,Creative Production,81,36000430,350000
2024-09-01,SMS-1047,Digital Strategy,42,0,350000
2024-09-01,SMS-1048,Creative Production,93,16708155,350000
2024-09-01,SMS-1049,Digital Strategy,64,0,350000
2024-09-01,SMS-1050,Digital Strategy,68,0,350000
2024-09-01,SMS-1050,Creative Production,61,21969114,350000
2024-09-01,SMS-1051,Media Performance,111,0,350000
2024-09-01,SMS-1053,Creative Production,53,32139244,350000
2024-09-01,SMS-1054,Creative Production,25,5671137,350000
2024-09-01,SMS-1055,Digital Strategy,64,0,350000
2024-09-01,SMS-1056,Digital Strategy,128,0,350000
2024-09-01,SMS-1057,Creative Production,18,18863238,350000
2024-09-01,SMS-1058,Creative Production,86,22875912,350000
2024-09-01,SMS-1059,Creative Production,245,58455615,350000
2024-09-01,SMS-1059,Digital Strategy,100,0,350000
2024-09-01,SMS-1060,Media Performance,26,0,350000
2024-09-01,SMS-1061,Creative Production,23,10978561,350000
2024-09-01,SMS-1062,Digital Strategy,73,0,350000
2024-09-01,SMS-1063,Media Performance,13,0,350000
2024-09-01,SMS-1064,Media Performance,43,0,350000
2024-09-01,SMS-1065,Creative Production,89,31595326,350000
2024-09-01,SMS-1065,Media Performance,39,0,350000
2024-09-01,SMS-1066,Digital Strategy,53,0,350000
2024-09-01,SMS-1066,Media Performance,50,0,350000
2024-09-01,SMS-1067,Digital Strategy,41,0,350000
2024-09-01,SMS-1068,Digital Strategy,19,0,350000
2024-09-01,SMS-1069,Digital Strategy,24,0,350000
2024-09-01,SMS-1070,Digital Strategy,35,0,350000
2024-09-01,SMS-1072,Digital Strategy,17,0,350000
2024-09-01,SMS-1072,Creative Production,40,17470842,350000
2024-09-01,SMS-1073,Media Performance,13,0,350000
2024-09-01,SMS-1073,Digital Strategy,20,0,350000
2024-09-01,SMS-1074,Digital Strategy,64,0,350000
2024-09-01,SMS-1074,Creative Production,50,44774415,350000
2024-09-01,SMS-1075,Digital Strategy,40,0,350000
2024-09-01,SMS-1076,Digital Strategy,17,0,350000
2024-09-01,SMS-1076,Creative Production,36,12003135,350000
2024-09-01,SMS-1077,Creative Production,100,31849474,350000
2024-09-01,SMS-1078,Creative Production,102,26065845,350000
2024-09-01,SMS-1078,Digital Strategy,53,0,350000
2024-09-01,SMS-1079,Digital Strategy,45,0,350000
2024-09-01,SMS-1080,Digital Strategy,72,0,350000
2024-09-01,SMS-1081,Creative Production,26,13095020,350000
2024-09-01,SMS-1082,Creative Production,82,29505219,350000
2024-09-01,SMS-1083,Digital Strategy,29,0,350000
2024-09-01,SMS-1083,Media Performance,22,0,350000
2024-09-01,SMS-1084,Digital Strategy,18,0,350000
2024-09-01,SMS-1086,Digital Strategy,28,0,350000
2024-09-01,SMS-1086,Media Performance,28,0,350000
2024-09-01,SMS-1087,Digital Strategy,35,0,350000
2024-09-01,SMS-1087,Creative Production,100,21107432,350000
2024-09-01,SMS-1088,Creative Production,67,21891705,350000
2024-09-01,SMS-1089,Digital Strategy,146,0,350000
2024-09-01,SMS-1090,Creative Production,260,132165688,350000
2024-09-01,SMS-1091,Digital Strategy,62,0,350000
2024-09-01,SMS-1092,Digital Strategy,64,0,350000
2024-09-01,SMS-1093,Creative Production,67,18040928,350000
2024-09-01,SMS-1094,Media Performance,25,0,350000
2024-09-01,SMS-1094,Digital Strategy,23,0,350000
2024-09-01,SMS-1095,Media Performance,58,0,350000
2024-09-01,SMS-1096,Creative Production,35,5910792,350000
2024-09-01,SMS-1096,Digital Strategy,21,0,350000
2024-09-01,SMS-1097,Digital Strategy,22,0,350000
2024-09-01,SMS-1098,Media Performance,15,0,350000
2024-09-01,SMS-1099,Creative Production,50,27579602,350000
2024-09-01,SMS-1100,Digital Strategy,39,0,350000
2024-09-01,SMS-1101,Digital Strategy,160,0,350000
2024-09-01,SMS-1102,Media Performance,15,0,350000
2024-09-01,SMS-1104,Digital Strategy,42,0,350000
2024-09-01,SMS-1104,Creative Production,84,33571744,350000
2024-09-01,SMS-1105,Creative Production,100,25428797,350000
2024-09-01,SMS-1106,Creative Production,154,69041019,350000
2024-09-01,SMS-1107,Creative Production,75,23691061,350000
2024-09-01,SMS-1108,Digital Strategy,58,0,350000
2024-09-01,SMS-1108,Media Performance,56,0,350000
2024-09-01,SMS-1109,Media Performance,163,0,350000
2024-09-01,SMS-1110,Creative Production,16,11922702,350000
2024-09-01,SMS-1111,Digital Strategy,117,0,350000
2024-09-01,SMS-1112,Creative Production,70,29137306,350000
2024-09-01,SMS-1113,Media Performance,49,0,350000
2024-09-01,SMS-1113,Creative Production,78,15240962,350000
2024-09-01,SMS-1114,Digital Strategy,70,0,350000
2024-09-01,SMS-1114,Media Performance,54,0,350000
2024-09-01,SMS-1115,Digital Strategy,16,0,350000
2024-09-01,SMS-1116,Creative Production,95,17792958,350000
2024-09-01,SMS-1116,Digital Strategy,40,0,350000
2024-09-01,SMS-1117,Media Performance,36,0,350000
2024-09-01,SMS-1117,Creative Production,57,26665305,350000
2024-09-01,SMS-1118,Media Performance,62,0,350000
2024-09-01,SMS-1119,Media Performance,111,0,350000
2024-09-01,SMS-1119,Creative Production,160,107155406,350000
2024-09-01,SMS-1121,Creative Production,183,86264448,350000
2024-09-01,SMS-1122,Digital Strategy,17,0,350000
2024-09-01,SMS-1122,Media Performance,13,0,350000
2024-09-01,SMS-1123,Media Performance,39,0,350000
2024-09-01,SMS-1124,Media Performance,118,0,350000
2024-09-01,SMS-1125,Digital Strategy,74,0,350000
2024-09-01,SMS-1126,Media Performance,162,0,350000
2024-09-01,SMS-1126,Digital Strategy,170,0,350000
2024-09-01,SMS-1127,Creative Production,22,4355747,350000
2024-09-01,SMS-1129,Media Performance,17,0,350000
2024-09-01,SMS-1130,Creative Production,102,29938204,350000
2024-09-01,SMS-1131,Creative Production,164,62746929,350000
2024-09-01,SMS-1132,Media Performance,23,0,350000
2024-09-01,SMS-1134,Media Performance,23,0,350000
2024-09-01,SMS-1135,Media Performance,35,0,350000
2024-09-01,SMS-1136,Digital Strategy,73,0,350000
2024-09-01,SMS-1137,Creative Production,16,8824185,350000
2024-09-01,SMS-1139,Digital Strategy,46,0,350000
2024-09-01,SMS-1139,Creative Production,85,21157515,350000
2024-09-01,SMS-1140,Creative Production,215,93843168,350000
2024-09-01,SMS-1140,Digital Strategy,161,0,350000
2024-09-01,SMS-1141,Digital Strategy,27,0,350000
2024-09-01,SMS-1141,Creative Production,33,7110406,350000
2024-09-01,SMS-1142,Media Performance,15,0,350000
2024-09-01,SMS-1143,Digital Strategy,19,0,350000
2024-09-01,SMS-1144,Media Performance,152,0,350000
2024-09-01,SMS-1145,Media Performance,27,0,350000
2024-09-01,SMS-1145,Creative Production,29,9215080,350000
2024-09-01,SMS-1146,Media Performance,69,0,350000
2024-09-01,SMS-1147,Digital Strategy,145,0,350000
2024-09-01,SMS-1147,Media Performance,180,0,350000
2024-09-01,SMS-1148,Creative Production,92,41785898,350000
2024-09-01,SMS-1149,Media Performance,54,0,350000
2024-10-01,SMS-1000,Digital Strategy,18,0,350000
2024-10-01,SMS-1001,Media Performance,29,0,350000
2024-10-01,SMS-1002,Digital Strategy,19,0,350000
2024-10-01,SMS-1003,Creative Production,30,17031158,350000
2024-10-01,SMS-1004,Creative Production,26,16927391,350000
2024-10-01,SMS-1004,Digital Strategy,12,0,350000
2024-10-01,SMS-1005,Media Performance,67,0,350000
2024-10-01,SMS-1006,Creative Production,25,10283518,350000
2024-10-01,SMS-1007,Creative Production,250,117452189,350000
2024-10-01,SMS-1007,Digital Strategy,110,0,350000
2024-10-01,SMS-1009,Media Performance,73,0,350000
2024-10-01,SMS-1009,Digital Strategy,56,0,350000
2024-10-01,SMS-1010,Creative Production,100,34297084,350000
2024-10-01,SMS-1012,Creative Production,95,22769984,350000
2024-10-01,SMS-1013,Media Performance,23,0,350000
2024-10-01,SMS-1014,Media Performance,12,0,350000
2024-10-01,SMS-1014,Creative Production,21,9470293,350000
2024-10-01,SMS-1016,Digital Strategy,16,0,350000
2024-10-01,SMS-1017,Media Performance,46,0,350000
2024-10-01,SMS-1018,Media Performance,67,0,350000
2024-10-01,SMS-1018,Digital Strategy,44,0,350000
2024-10-01,SMS-1019,Digital Strategy,35,0,350000
2024-10-01,SMS-1021,Media Performance,13,0,350000
2024-10-01,SMS-1022,Media Performance,19,0,350000
2024-10-01,SMS-1022,Creative Production,18,7726904,350000
2024-10-01,SMS-1023,Creative Production,37,11821770,350000
2024-10-01,SMS-1024,Creative Production,21,13410578,350000
2024-10-01,SMS-1025,Creative Production,70,17798703,350000
2024-10-01,SMS-1026,Media Performance,41,0,350000
2024-10-01,SMS-1026,Creative Production,50,25720855,350000
2024-10-01,SMS-1027,Digital Strategy,36,0,350000
2024-10-01,SMS-1028,Media Performance,61,0,350000
2024-10-01,SMS-1029,Media Performance,58,0,350000
2024-10-01,SMS-1030,Digital Strategy,40,0,350000
2024-10-01,SMS-1030,Media Performance,46,0,350000
2024-10-01,SMS-1031,Creative Production,57,27819559,350000
2024-10-01,SMS-1031,Digital Strategy,47,0,350000
2024-10-01,SMS-1032,Digital Strategy,55,0,350000
2024-10-01,SMS-1033,Creative Production,53,33113457,350000
2024-10-01,SMS-1034,Media Performance,37,0,350000
2024-10-01,SMS-1035,Media Performance,45,0,350000
2024-10-01,SMS-1037,Media Performance,138,0,350000
2024-10-01,SMS-1038,Digital Strategy,72,0,350000
2024-10-01,SMS-1039,Creative Production,68,26356597,350000
2024-10-01,SMS-1040,Creative Production,29,7723853,350000
2024-10-01,SMS-1040,Media Performance,22,0,350000
2024-10-01,SMS-1041,Digital Strategy,67,0,350000
2024-10-01,SMS-1042,Creative Production,77,32524247,350000
2024-10-01,SMS-1042,Media Performance,42,0,350000
2024-10-01,SMS-1043,Media Performance,12,0,350000
2024-10-01,SMS-1043,Digital Strategy,16,0,350000
2024-10-01,SMS-1044,Media Performance,37,0,350000
2024-10-01,SMS-1044,Digital Strategy,68,0,350000
2024-10-01,SMS-1045,Media Performance,58,0,350000
2024-10-01,SMS-1046,Digital Strategy,63,0,350000
2024-10-01,SMS-1047,Creative Production,99,34557864,350000
2024-10-01,SMS-1047,Digital Strategy,62,0,350000
2024-10-01,SMS-1048,Media Performance,74,0,350000
2024-10-01,SMS-1048,Digital Strategy,57,0,350000
2024-10-01,SMS-1049,Creative Production,98,23190873,350000
2024-10-01,SMS-1050,Creative Production,82,38597743,350000
2024-10-01,SMS-1051,Creative Production,206,58642632,350000
2024-10-01,SMS-1053,Digital Strategy,45,0,350000
2024-10-01,SMS-1054,Media Performance,19,0,350000
2024-10-01,SMS-1055,Media Performance,61,0,350000
2024-10-01,SMS-1056,Creative Production,206,48222102,350000
2024-10-01,SMS-1057,Digital Strategy,27,0,350000
2024-10-01,SMS-1058,Digital Strategy,56,0,350000
2024-10-01,SMS-1059,Creative Production,243,71356479,350000
2024-10-01,SMS-1059,Media Performance,163,0,350000
2024-10-01,SMS-1060,Media Performance,17,0,350000
2024-10-01,SMS-1061,Media Performance,20,0,350000
2024-10-01,SMS-1062,Media Performance,56,0,350000
2024-10-01,SMS-1062,Creative Production,96,13740719,350000
2024-10-01,SMS-1063,Media Performance,28,0,350000
2024-10-01,SMS-1064,Digital Strategy,51,0,350000
2024-10-01,SMS-1066,Digital Strategy,57,0,350000
2024-10-01,SMS-1067,Digital Strategy,57,0,350000
2024-10-01,SMS-1068,Digital Strategy,29,0,350000
2024-10-01,SMS-1069,Digital Strategy,16,0,350000
2024-10-01,SMS-1070,Creative Production,65,37279894,350000
2024-10-01,SMS-1072,Creative Production,21,19054145,350000
2024-10-01,SMS-1073,Creative Production,35,8407545,350000
2024-10-01,SMS-1074,Media Performance,37,0,350000
2024-10-01,SMS-1075,Digital Strategy,57,0,350000
2024-10-01,SMS-1076,Media Performance,29,0,350000
2024-10-01,SMS-1077,Media Performance,50,0,350000
2024-10-01,SMS-1078,Media Performance,56,0,350000
2024-10-01,SMS-1079,Creative Production,98,34972397,350000
2024-10-01,SMS-1079,Digital Strategy,61,0,350000
2024-10-01,SMS-1080,Digital Strategy,40,0,350000
2024-10-01,SMS-1080,Media Performance,62,0,350000
2024-10-01,SMS-1081,Digital Strategy,24,0,350000
2024-10-01,SMS-1082,Media Performance,62,0,350000
2024-10-01,SMS-1083,Creative Production,32,16551244,350000
2024-10-01,SMS-1084,Creative Production,39,8632156,350000
2024-10-01,SMS-1086,Creative Production,40,11552819,350000
2024-10-01,SMS-1087,Digital Strategy,40,0,350000
2024-10-01,SMS-1087,Media Performance,59,0,350000
2024-10-01,SMS-1088,Creative Production,60,16985467,350000
2024-10-01,SMS-1089,Digital Strategy,145,0,350000
2024-10-01,SMS-1090,Digital Strategy,105,0,350000
2024-10-01,SMS-1091,Digital Strategy,37,0,350000
2024-10-01,SMS-1092,Creative Production,84,25236170,350000
2024-10-01,SMS-1093,Media Performance,60,0,350000
2024-10-01,SMS-1094,Media Performance,17,0,350000
2024-10-01,SMS-1095,Media Performance,58,0,350000
2024-10-01,SMS-1096,Media Performance,16,0,350000
2024-10-01,SMS-1096,Digital Strategy,27,0,350000
2024-10-01,SMS-1097,Media Performance,16,0,350000
2024-10-01,SMS-1098,Digital Strategy,24,0,350000
2024-10-01,SMS-1099,Creative Production,78,16209010,350000
2024-10-01,SMS-1099,Media Performance,65,0,350000
2024-10-01,SMS-1100,Creative Production,74,27205022,350000
2024-10-01,SMS-1101,Media Performance,186,0,350000
2024-10-01,SMS-1101,Digital Strategy,155,0,350000
2024-10-01,SMS-1102,Media Performance,25,0,350000
2024-10-01,SMS-1104,Media Performance,49,0,350000
2024-10-01,SMS-1105,Creative Production,96,50497473,350000
2024-10-01,SMS-1106,Digital Strategy,122,0,350000
2024-10-01,SMS-1106,Creative Production,225,128019544,350000
2024-10-01,SMS-1107,Media Performance,62,0,350000
2024-10-01,SMS-1107,Creative Production,98,32003050,350000
2024-10-01,SMS-1108,Digital Strategy,43,0,350000
2024-10-01,SMS-1108,Media Performance,45,0,350000
2024-10-01,SMS-1109,Creative Production,239,58822130,350000
2024-10-01,SMS-1110,Creative Production,35,8036971,350000
2024-10-01,SMS-1110,Digital Strategy,13,0,350000
2024-10-01,SMS-1111,Creative Production,185,70467744,350000
2024-10-01,SMS-1112,Creative Production,95,21773035,350000
2024-10-01,SMS-1112,Digital Strategy,40,0,350000
2024-10-01,SMS-1113,Media Performance,54,0,350000
2024-10-01,SMS-1114,Creative Production,95,28571356,350000
2024-10-01,SMS-1115,Digital Strategy,18,0,350000
2024-10-01,SMS-1115,Media Performance,23,0,350000
2024-10-01,SMS-1116,Creative Production,81,18199474,350000
2024-10-01,SMS-1117,Creative Production,64,40394362,350000
2024-10-01,SMS-1118,Digital Strategy,46,0,350000
2024-10-01,SMS-1119,Media Performance,177,0,350000
2024-10-01,SMS-1121,Media Performance,183,0,350000
2024-10-01,SMS-1121,Creative Production,155,54207816,350000
2024-10-01,SMS-1122,Creative Production,19,11669729,350000
2024-10-01,SMS-1123,Creative Production,67,23088871,350000
2024-10-01,SMS-1124,Creative Production,208,113751823,350000
2024-10-01,SMS-1125,Creative Production,82,14872803,350000
2024-10-01,SMS-1125,Digital Strategy,45,0,350000
2024-10-01,SMS-1126,Media Performance,161,0,350000
2024-10-01,SMS-1126,Digital Strategy,125,0,350000
2024-10-01,SMS-1127,Creative Production,18,12202190,350000
2024-10-01,SMS-1129,Media Performance,13,0,350000
